fir_id,crime_type,district,police_station,reported_at,latitude,longitude,status,offender_id,victim_gender,victim_age,weapon_used,crime_hour,crime_day,crime_month,crime_year,is_weekend,festival,season,income_category,population_density,crime_frequency,repeat_offender_count,time_since_last_crime,previous_crimes_nearby,distance_from_police_station,historical_hotspot_score,risk_score,risk_level,threat_level,confidence_score,trend_score,seasonal_pattern,risk_zone,patrol_recommendation,day_night_indicator,crime_forecast
FIR-2024-40584,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada North,2024-11-16 04:34:00,15.701024,75.591144,Solved,OFF-3927,Female,43,Unknown,4,16,11,2024,1,0,Winter,Low,4500,6,4,252,7,7.44,63.78,52,Medium,Moderate,0.68,-0.3,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2025-40585,Assault,Bengaluru Urban,Bengaluru Urban Central,2025-09-13 13:43:00,17.834069,76.156511,Solved,OFF-3939,Female,74,Digital,13,13,9,2025,1,0,Monsoon,Low,12000,9,3,527,9,9.45,91.35,14,Low,Severe,0.68,-0.73,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-40586,Traffic Offence,Bengaluru Urban,Bengaluru Urban Central,2022-01-17 22:16:00,12.000747,76.146175,Under Investigation,OFF-1668,Unknown,38,Crowbar,22,17,1,2022,0,0,Winter,Medium,12000,8,5,987,7,6.69,56.14,49,Medium,Low,0.93,-0.99,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-40587,Theft,Ballari,Ballari North,2024-02-29 17:53:00,15.957178,75.779198,Under Investigation,OFF-2966,Female,63,Knife,17,29,2,2024,0,0,Winter,Low,8000,7,5,553,2,13.59,1.89,36,Low,Moderate,0.97,-0.25,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-40588,Traffic Offence,Bengaluru Urban,Bengaluru Urban Rural,2023-11-05 22:21:00,16.008445,78.200466,Under Investigation,OFF-3380,Unknown,16,Knife,22,5,11,2023,1,0,Winter,Medium,8000,7,2,915,15,5.1,41.27,36,Low,Low,0.56,-0.46,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-40589,Robbery,Other,Other South,2024-06-26 23:42:00,17.840706,74.032178,Under Investigation,OFF-1751,Unknown,15,Stick,23,26,6,2024,0,0,Summer,Low,8000,1,4,222,13,7.09,55.11,77,High,Low,0.88,-0.19,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-40590,Property Dispute,Ballari,Ballari Central,2023-08-03 02:11:00,13.595639,77.932575,Solved,OFF-3558,Unknown,60,Firearm,2,3,8,2023,0,0,Monsoon,Medium,8000,10,2,567,9,14.78,38.18,89,High,Low,0.51,0.62,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2026-40591,Cyber Crime,Bengaluru Urban,Bengaluru Urban Rural,2026-11-15 00:49:00,18.243528,75.299795,Solved,OFF-2025,Male,60,Firearm,0,15,11,2026,1,0,Winter,High,4500,4,3,664,1,11.15,4.42,95,High,Low,0.94,-0.43,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2025-40592,Financial Fraud,Bengaluru Urban,Bengaluru Urban North,2025-01-08 17:05:00,15.367638,78.371187,Solved,OFF-3979,Female,70,Unknown,17,8,1,2025,0,0,Winter,High,12000,2,1,740,7,12.25,14.71,42,Medium,Moderate,0.71,-1.0,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-40593,Theft,Mysuru,Mysuru Central,2024-08-05 10:47:00,17.456887,76.047972,Open,OFF-2854,Unknown,33,Stick,10,5,8,2024,0,0,Monsoon,Low,12000,4,4,324,10,9.22,32.13,16,Low,Low,0.57,-0.58,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-40594,Burglary,Belagavi,Belagavi South,2021-01-08 07:28:00,16.325758,77.796292,Closed,OFF-1891,Unknown,59,Unknown,7,8,1,2021,0,0,Winter,High,4500,5,1,893,15,9.56,28.36,37,Low,Severe,0.79,0.93,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-40595,Traffic Offence,Other,Other Central,2022-08-24 10:34:00,13.941216,77.122628,Under Investigation,OFF-1688,Male,51,Knife,10,24,8,2022,0,0,Monsoon,Medium,4500,5,2,902,6,11.35,69.21,24,Low,Severe,0.68,-0.96,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-40596,Theft,Bengaluru Urban,Bengaluru Urban Central,2020-04-28 19:31:00,17.305623,78.221559,Solved,OFF-2789,Unknown,28,Firearm,19,28,4,2020,0,0,Summer,Low,12000,8,4,138,11,12.33,64.94,47,Medium,Moderate,0.51,-0.77,Spike in Summer,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2026-40597,Burglary,Bengaluru Urban,Bengaluru Urban Rural,2026-04-14 21:58:00,14.12142,75.996548,Under Investigation,OFF-2535,Female,73,Firearm,21,14,4,2026,0,0,Summer,High,12000,9,1,370,9,11.95,87.71,86,High,Moderate,0.9,0.18,Spike in Summer,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2020-40598,Robbery,Hubballi Dharwad,Hubballi Dharwad Central,2020-09-28 20:43:00,14.328847,77.597387,Under Investigation,OFF-4531,Unknown,18,Crowbar,20,28,9,2020,0,0,Monsoon,High,4500,8,3,106,2,8.52,33.16,18,Low,Moderate,0.91,0.9,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-40599,Property Dispute,Bengaluru Urban,Bengaluru Urban Cyber Cell,2023-11-01 09:14:00,12.566815,74.116512,Under Investigation,OFF-2942,Unknown,39,Digital,9,1,11,2023,0,0,Winter,High,4500,2,1,27,1,3.75,50.54,29,Low,Moderate,0.69,0.78,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-40600,Robbery,Chikkamagaluru,Chikkamagaluru Rural,2025-10-15 00:42:00,16.395729,74.860261,Solved,OFF-4643,Female,56,Unknown,0,15,10,2025,0,0,Monsoon,Medium,8000,9,1,858,7,10.7,86.05,54,Medium,Severe,0.97,-0.3,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-40601,Theft,Udupi,Udupi Central,2026-11-17 22:56:00,18.260144,75.297462,Solved,OFF-4224,Male,34,Firearm,22,17,11,2026,0,0,Winter,Low,12000,1,2,28,9,6.13,26.31,99,High,Severe,0.7,0.09,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-40602,Theft,Mysuru,Mysuru Central,2022-11-18 23:47:00,12.350649,76.777859,Open,OFF-1994,Male,17,Stick,23,18,11,2022,0,0,Winter,Low,8000,4,1,507,4,11.98,68.89,59,Medium,Severe,0.97,0.93,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-40603,Drug Trafficking,Kodagu,Kodagu South,2022-01-13 07:25:00,14.375537,75.940144,Solved,OFF-1076,Female,79,Digital,7,13,1,2022,0,0,Winter,Low,4500,1,4,617,5,11.58,97.4,34,Low,Severe,0.9,-0.36,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-40604,Robbery,Hubballi Dharwad,Hubballi Dharwad Rural,2024-10-31 20:11:00,16.274263,77.74286,Under Investigation,OFF-2855,Unknown,20,Firearm,20,31,10,2024,0,0,Monsoon,Low,4500,4,3,972,14,1.06,78.46,16,Low,Severe,0.68,0.89,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-40605,Property Dispute,Hubballi Dharwad,Hubballi Dharwad Central,2020-01-16 19:58:00,16.409495,74.203959,Under Investigation,OFF-4609,Female,53,Unknown,19,16,1,2020,0,1,Winter,Low,4500,7,1,264,15,1.41,72.4,62,Medium,Low,0.78,0.29,Normal,Orange Zone,Standard Patrol,Night,Isolated Incident
FIR-2020-40606,Theft,Mysuru,Mysuru South,2020-10-18 12:18:00,11.89397,74.920274,Open,OFF-3340,Unknown,50,Unknown,12,18,10,2020,1,0,Monsoon,Medium,4500,5,3,419,1,4.69,28.93,40,Low,Moderate,0.55,-0.83,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-40607,Theft,Chikkamagaluru,Chikkamagaluru Rural,2026-07-30 13:10:00,17.686583,78.340188,Closed,OFF-1352,Unknown,27,Stick,13,30,7,2026,0,0,Monsoon,High,12000,8,5,32,10,1.97,4.22,17,Low,Severe,0.77,0.12,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-40608,Theft,Dakshina Kannada,Dakshina Kannada Rural,2025-07-29 06:21:00,12.353658,77.767886,Under Investigation,OFF-4724,Male,19,Crowbar,6,29,7,2025,0,0,Monsoon,Medium,8000,3,1,597,7,8.9,4.72,53,Medium,Moderate,0.69,-0.02,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2021-40609,Assault,Bengaluru Urban,Bengaluru Urban Central,2021-04-11 05:20:00,15.638395,77.337524,Closed,OFF-2901,Male,22,Firearm,5,11,4,2021,1,0,Summer,Medium,12000,3,2,736,11,5.44,99.01,86,High,Severe,0.61,-0.82,Spike in Summer,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2021-40610,Property Dispute,Bengaluru Urban,Bengaluru Urban Rural,2021-12-29 21:49:00,16.244152,74.069563,Closed,OFF-2127,Unknown,45,Stick,21,29,12,2021,0,0,Winter,High,8000,7,2,971,3,12.95,30.12,49,Medium,Low,0.57,-0.1,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-40611,Traffic Offence,Bengaluru Urban,Bengaluru Urban South,2020-03-20 22:05:00,17.810954,78.160326,Closed,OFF-3900,Unknown,15,Firearm,22,20,3,2020,0,0,Summer,Low,12000,3,2,992,15,9.04,31.68,82,High,Low,0.72,0.99,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2023-40612,Burglary,Bengaluru Urban,Bengaluru Urban Central,2023-07-15 14:09:00,17.681927,76.738319,Open,OFF-3534,Unknown,69,Unknown,14,15,7,2023,1,0,Monsoon,Low,12000,8,4,17,14,14.53,76.67,81,High,Low,0.81,-0.88,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-40613,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada Rural,2021-11-28 07:03:00,18.302583,74.191337,Closed,OFF-1971,Female,52,Crowbar,7,28,11,2021,1,0,Winter,Medium,8000,5,4,197,11,12.86,11.72,18,Low,Low,0.86,0.22,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-40614,Financial Fraud,Bengaluru Urban,Bengaluru Urban North,2023-06-13 07:49:00,15.387533,77.086073,Solved,OFF-3626,Unknown,51,Knife,7,13,6,2023,0,0,Summer,High,4500,4,4,977,2,12.27,41.62,25,Low,Severe,0.55,-0.36,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-40615,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada Cyber Cell,2024-05-25 04:00:00,16.471132,77.471378,Under Investigation,OFF-3195,Unknown,69,Unknown,4,25,5,2024,1,0,Summer,Medium,12000,9,5,95,9,6.09,74.54,69,Medium,Severe,0.91,0.4,Spike in Summer,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-40616,Theft,Mysuru,Mysuru Rural,2020-01-09 09:09:00,14.257683,75.282537,Solved,OFF-1128,Male,36,Crowbar,9,9,1,2020,0,0,Winter,High,4500,1,5,193,5,12.33,38.89,86,High,Severe,0.63,0.11,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-40617,Assault,Chikkamagaluru,Chikkamagaluru South,2024-06-22 07:08:00,12.878672,76.448423,Solved,OFF-4322,Female,56,Firearm,7,22,6,2024,1,0,Summer,Medium,4500,4,4,371,6,9.17,45.06,30,Low,Low,0.64,0.74,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-40618,Drug Trafficking,Shivamogga,Shivamogga South,2023-07-17 05:08:00,16.238176,75.330422,Closed,OFF-1380,Male,53,Crowbar,5,17,7,2023,0,0,Monsoon,Low,12000,3,5,633,7,3.72,34.17,19,Low,Low,0.93,-0.35,Normal,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2026-40619,Coastal Smuggling,Udupi,Udupi North,2026-12-01 08:22:00,12.930166,74.879606,Closed,OFF-1183,Male,22,Unknown,8,1,12,2026,0,0,Winter,Medium,8000,8,4,486,0,4.17,98.79,71,Medium,Low,0.69,-0.44,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2026-40620,Traffic Offence,Bengaluru Urban,Bengaluru Urban Central,2026-03-25 19:43:00,12.270074,75.76614,Closed,OFF-3382,Female,40,Knife,19,25,3,2026,0,1,Summer,Medium,4500,3,5,156,11,3.05,91.37,18,Low,Moderate,0.59,0.18,Normal,Green Zone,Standard Patrol,Night,Isolated Incident
FIR-2022-40621,Financial Fraud,Bengaluru Urban,Bengaluru Urban Cyber Cell,2022-02-16 10:28:00,17.043618,75.142315,Solved,OFF-1934,Female,27,Firearm,10,16,2,2022,0,0,Winter,High,8000,4,1,181,7,5.35,60.66,65,Medium,Moderate,0.65,0.06,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-40622,Financial Fraud,Bengaluru Urban,Bengaluru Urban Central,2020-03-27 21:31:00,17.000539,74.910064,Under Investigation,OFF-1978,Unknown,60,Digital,21,27,3,2020,0,0,Summer,Medium,8000,5,5,899,4,11.81,54.27,46,Medium,Low,0.92,1.0,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-40623,Robbery,Dakshina Kannada,Dakshina Kannada South,2020-08-30 11:20:00,17.402102,76.238658,Under Investigation,OFF-1570,Female,73,Unknown,11,30,8,2020,1,0,Monsoon,Medium,8000,10,5,664,15,3.16,28.16,60,Medium,Low,0.83,-0.9,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-40624,Traffic Offence,Bengaluru Urban,Bengaluru Urban Rural,2026-03-04 06:34:00,15.339789,77.083134,Under Investigation,OFF-4022,Unknown,38,Unknown,6,4,3,2026,0,0,Summer,Medium,12000,1,4,407,15,13.65,92.82,42,Medium,Moderate,0.76,-0.1,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-40625,Theft,Mysuru,Mysuru South,2020-12-18 04:44:00,13.373238,76.379807,Solved,OFF-3132,Male,15,Firearm,4,18,12,2020,0,0,Winter,Low,8000,7,5,738,14,3.36,28.2,21,Low,Low,0.64,-0.47,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-40626,Assault,Other,Other Rural,2022-01-29 13:53:00,14.872179,76.798303,Solved,OFF-3011,Male,49,Stick,13,29,1,2022,1,0,Winter,High,4500,9,4,156,14,5.34,22.77,75,Medium,Severe,0.88,-0.98,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-40627,Assault,Bengaluru Urban,Bengaluru Urban South,2024-03-11 03:10:00,13.741352,76.294873,Under Investigation,OFF-3481,Female,31,Firearm,3,11,3,2024,0,0,Summer,Low,8000,1,5,139,12,6.1,79.81,65,Medium,Low,0.97,-0.82,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-40628,Robbery,Other,Other Rural,2024-09-04 11:48:00,14.837056,76.904411,Solved,OFF-4719,Female,50,Stick,11,4,9,2024,0,0,Monsoon,Medium,12000,5,5,106,15,6.64,79.85,94,High,Moderate,0.73,0.13,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2021-40629,Cyber Crime,Other,Other North,2021-02-12 04:48:00,14.87788,77.297578,Solved,OFF-1737,Female,56,Unknown,4,12,2,2021,0,0,Winter,Medium,12000,9,1,792,5,6.39,39.06,77,High,Moderate,0.64,0.57,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2025-40630,Cyber Crime,Other,Other Cyber Cell,2025-12-15 14:51:00,17.989587,76.220064,Open,OFF-2956,Male,76,Digital,14,15,12,2025,0,0,Winter,Medium,8000,4,5,83,3,4.72,47.62,48,Medium,Low,0.72,0.94,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-40631,Cyber Crime,Other,Other Central,2025-06-05 20:57:00,17.885695,76.421804,Closed,OFF-1811,Male,17,Stick,20,5,6,2025,0,0,Summer,High,4500,7,4,919,1,4.9,24.69,43,Medium,Moderate,0.67,0.13,Spike in Summer,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-40632,Cyber Crime,Bengaluru Urban,Bengaluru Urban South,2023-03-25 08:01:00,15.920982,75.006709,Under Investigation,OFF-2533,Unknown,73,Firearm,8,25,3,2023,1,0,Summer,High,12000,5,4,908,15,2.01,31.49,31,Low,Severe,0.66,-0.44,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2023-40633,Drug Trafficking,Bengaluru Urban,Bengaluru Urban South,2023-07-25 16:33:00,14.820017,76.062712,Open,OFF-4447,Unknown,73,Crowbar,16,25,7,2023,0,0,Monsoon,High,8000,6,5,277,5,4.35,20.69,29,Low,Moderate,0.59,0.18,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-40634,Robbery,Bengaluru Urban,Bengaluru Urban Central,2024-06-02 08:35:00,14.747207,76.549028,Open,OFF-2401,Unknown,51,Digital,8,2,6,2024,1,0,Summer,Medium,12000,5,3,611,9,7.42,23.36,98,High,Low,0.91,-0.71,Spike in Summer,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2025-40635,Traffic Offence,Bengaluru Urban,Bengaluru Urban North,2025-06-26 18:23:00,13.341527,77.019137,Solved,OFF-1704,Female,17,Crowbar,18,26,6,2025,0,0,Summer,Low,4500,3,3,267,7,13.59,27.2,61,Medium,Moderate,0.66,0.75,Spike in Summer,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-40636,Burglary,Mysuru,Mysuru Cyber Cell,2026-01-19 11:18:00,17.768336,77.482361,Open,OFF-3464,Female,36,Unknown,11,19,1,2026,0,0,Winter,Low,4500,1,1,230,7,8.1,49.37,31,Low,Severe,0.59,0.76,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-40637,Drug Trafficking,Other,Other North,2022-08-20 22:26:00,13.727468,76.274685,Closed,OFF-1534,Male,29,Digital,22,20,8,2022,1,0,Monsoon,Low,12000,6,3,769,2,10.91,39.72,59,Medium,Severe,0.61,-0.24,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2022-40638,Burglary,Mysuru,Mysuru Cyber Cell,2022-12-15 23:40:00,14.544758,75.520728,Solved,OFF-3518,Unknown,68,Knife,23,15,12,2022,0,0,Winter,Medium,8000,1,1,400,15,2.21,2.05,49,Medium,Low,0.71,0.38,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-40639,Burglary,Bengaluru Urban,Bengaluru Urban South,2026-08-16 02:46:00,15.784454,76.555462,Closed,OFF-2375,Unknown,43,Digital,2,16,8,2026,1,0,Monsoon,Low,12000,1,1,722,6,9.3,14.56,23,Low,Low,0.9,-0.5,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-40640,Drug Trafficking,Mangaluru,Mangaluru Central,2020-12-20 21:52:00,15.322748,76.465326,Closed,OFF-2182,Male,40,Unknown,21,20,12,2020,1,0,Winter,Medium,8000,3,2,902,0,9.7,56.8,17,Low,Low,0.75,-0.55,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2020-40641,Theft,Bengaluru Urban,Bengaluru Urban South,2020-03-04 10:46:00,13.732798,74.387753,Under Investigation,OFF-1710,Male,59,Knife,10,4,3,2020,0,0,Summer,High,12000,4,2,472,11,13.71,48.02,23,Low,Moderate,0.72,-0.16,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-40642,Cyber Crime,Hubballi Dharwad,Hubballi Dharwad Rural,2022-03-21 16:41:00,13.053698,76.684065,Under Investigation,OFF-1952,Female,69,Crowbar,16,21,3,2022,0,0,Summer,High,8000,6,5,47,9,12.75,95.01,81,High,Severe,0.63,0.94,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-40643,Theft,Mysuru,Mysuru Central,2023-01-01 05:45:00,12.40958,75.537157,Closed,OFF-2783,Male,19,Firearm,5,1,1,2023,1,0,Winter,Medium,4500,7,1,264,9,13.57,12.33,67,Medium,Low,0.54,0.89,Normal,Orange Zone,Standard Patrol,Night,Isolated Incident
FIR-2020-40644,Traffic Offence,Other,Other North,2020-10-10 16:39:00,14.58669,76.409516,Under Investigation,OFF-4602,Male,18,Unknown,16,10,10,2020,1,0,Monsoon,High,4500,9,5,976,5,13.71,19.6,85,High,Moderate,0.87,0.38,Normal,Red Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2023-40645,Wildlife Crime,Kodagu,Kodagu South,2023-04-15 13:47:00,17.411319,77.837782,Under Investigation,OFF-4641,Female,44,Stick,13,15,4,2023,1,0,Summer,High,8000,9,3,475,3,14.55,69.76,35,Low,Moderate,0.94,0.81,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-40646,Theft,Mangaluru,Mangaluru Cyber Cell,2026-02-02 04:11:00,12.512712,74.700224,Under Investigation,OFF-2634,Unknown,30,Stick,4,2,2,2026,0,0,Winter,Medium,4500,1,5,583,15,5.33,66.01,88,High,Low,0.93,0.9,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-40647,Assault,Bengaluru Urban,Bengaluru Urban North,2024-02-25 03:15:00,17.170448,76.05576,Open,OFF-4694,Female,67,Knife,3,25,2,2024,1,0,Winter,Medium,4500,4,2,907,4,13.0,72.61,28,Low,Low,0.74,-0.26,Normal,Green Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2023-40648,Assault,Other,Other Central,2023-01-17 01:17:00,14.4305,77.690945,Closed,OFF-3057,Female,26,Stick,1,17,1,2023,0,0,Winter,Medium,12000,10,1,221,6,11.25,48.87,72,Medium,Low,0.71,-0.95,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2022-40649,Burglary,Mysuru,Mysuru Cyber Cell,2022-05-16 12:30:00,17.501424,76.808974,Under Investigation,OFF-1696,Unknown,54,Knife,12,16,5,2022,0,0,Summer,High,4500,4,3,380,6,7.62,34.57,18,Low,Moderate,0.83,0.58,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2020-40650,Burglary,Shivamogga,Shivamogga Cyber Cell,2020-02-09 19:23:00,13.591011,74.508554,Closed,OFF-1740,Female,18,Crowbar,19,9,2,2020,1,0,Winter,High,4500,9,3,256,9,8.9,76.97,96,High,Severe,0.91,-0.71,Normal,Red Zone,Standard Patrol,Night,Likely to Reoccur
FIR-2023-40651,Theft,Other,Other Cyber Cell,2023-12-31 08:36:00,13.32779,77.134553,Under Investigation,OFF-2708,Unknown,74,Digital,8,31,12,2023,1,0,Winter,Low,12000,5,2,295,8,2.85,50.39,22,Low,Moderate,0.94,-0.54,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2026-40652,Forest Theft,Kodagu,Kodagu South,2026-01-17 04:16:00,13.247295,74.966563,Closed,OFF-1283,Male,26,Stick,4,17,1,2026,1,0,Winter,Medium,8000,9,3,834,7,14.67,69.7,54,Medium,Low,0.86,0.52,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-40653,Property Dispute,Kodagu,Kodagu Central,2026-08-10 09:58:00,14.337006,74.70372,Solved,OFF-2809,Female,54,Digital,9,10,8,2026,0,0,Monsoon,Low,8000,10,4,526,12,13.67,51.64,77,High,Severe,0.94,-0.44,Normal,Orange Zone,Standard Patrol,Day,Likely to Reoccur
FIR-2024-40654,Drug Trafficking,Bengaluru Urban,Bengaluru Urban North,2024-11-08 04:22:00,13.061591,76.31048,Solved,OFF-2490,Male,39,Knife,4,8,11,2024,0,0,Winter,High,12000,7,4,507,12,2.9,78.28,64,Medium,Low,0.86,0.36,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2026-40655,Theft,Hubballi Dharwad,Hubballi Dharwad Central,2026-02-21 02:03:00,15.575336,78.053196,Open,OFF-1047,Unknown,50,Crowbar,2,21,2,2026,1,0,Winter,Medium,4500,8,2,950,2,2.31,25.25,88,High,Moderate,0.65,0.82,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-40656,Cyber Crime,Other,Other Central,2024-03-13 09:09:00,12.468329,75.294483,Open,OFF-4612,Unknown,16,Firearm,9,13,3,2024,0,0,Summer,High,12000,6,5,407,15,7.2,87.24,68,Medium,Severe,0.56,0.1,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2025-40657,Cyber Crime,Bengaluru Urban,Bengaluru Urban North,2025-12-18 18:28:00,12.535804,74.705441,Open,OFF-4607,Male,15,Digital,18,18,12,2025,0,0,Winter,Low,8000,6,5,740,7,9.83,53.97,67,Medium,Low,0.8,0.29,Normal,Orange Zone,Standard Patrol,Day,Isolated Incident
FIR-2022-40658,Robbery,Other,Other South,2022-08-05 02:09:00,17.934403,77.497703,Closed,OFF-1941,Male,41,Crowbar,2,5,8,2022,0,0,Monsoon,Low,4500,9,2,246,2,14.84,97.28,69,Medium,Moderate,0.79,-0.27,Normal,Orange Zone,Increase Night Patrol,Night,Isolated Incident
FIR-2024-40659,Drug Trafficking,Mangaluru,Mangaluru North,2024-06-03 18:09:00,15.714074,74.693757,Solved,OFF-2462,Female,25,Digital,18,3,6,2024,0,0,Summer,Medium,4500,1,3,618,10,3.73,47.05,22,Low,Low,0.57,-0.86,Spike in Summer,Green Zone,Standard Patrol,Day,Isolated Incident
FIR-2024-40660,Coastal Smuggling,Dakshina Kannada,Dakshina Kannada North,2024-07-13 22:10:00,15.874954,77.346724,Open,OFF-4343,Male,79,Crowbar,22,13,7,2024,1,0,Monsoon,High,4500,10,4,601,11,13.76,56.29,76,High,Low,0.73,-0.83,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-40661,Wildlife Crime,Chikkamagaluru,Chikkamagaluru Cyber Cell,2024-11-29 03:46:00,13.17345,75.177448,Solved,OFF-2535,Unknown,51,Digital,3,29,11,2024,0,0,Winter,Medium,4500,9,3,844,0,4.69,13.48,91,High,Low,0.79,-0.73,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2024-40662,Cyber Crime,Bengaluru Urban,Bengaluru Urban Cyber Cell,2024-12-14 03:56:00,13.395112,74.756092,Closed,OFF-3919,Female,35,Unknown,3,14,12,2024,1,0,Winter,High,12000,6,1,274,9,5.46,42.7,79,High,Low,0.79,-0.45,Normal,Orange Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2021-40663,Theft,Bengaluru Urban,Bengaluru Urban Rural,2021-01-09 04:03:00,15.78183,75.315788,Closed,OFF-2530,Female,28,Unknown,4,9,1,2021,1,0,Winter,High,4500,10,5,395,4,9.33,76.77,93,High,Moderate,0.75,-0.64,Normal,Red Zone,Increase Night Patrol,Night,Likely to Reoccur
FIR-2026-40664,Burglary,Mysuru,Mysuru North,2026-08-23 15:16:00,18.408113,77.212702,Solved,OFF-2491,Male,49,Knife,15,23,8,2026,1,0,Monsoon,High,8000,1,1,903,9,4.98,78.11,45,Medium,Low,0.8,0.92,Normal,Green Zone,Standard Patrol,Day,Isolated Incident
