CSID,CaseMasterID,csdate,cstype,PolicePersonID
16855,85309,2026-06-17,A,102
16856,85320,2026-11-25,A,218
16857,85328,2026-11-25,A,315
16858,85333,2023-05-22,A,168
16859,85335,2023-03-02,A,285
16860,85339,2025-09-13,A,64
16861,85356,2023-09-02,A,69
16862,85364,2020-11-26,A,323
16863,85366,2025-12-16,A,498
16864,85368,2025-08-28,A,8
16865,85371,2026-11-06,A,153
16866,85376,2024-02-09,A,2
16867,85380,2025-07-29,A,240
16868,85384,2025-09-05,A,289
16869,85397,2021-09-20,A,165
16870,85398,2023-05-01,A,108
16871,85413,2025-08-13,A,500
16872,85421,2025-12-23,A,414
16873,85426,2024-09-19,A,442
16874,85438,2024-02-29,A,460
16875,85451,2020-07-20,A,119
16876,85457,2025-04-17,A,371
16877,85461,2022-09-14,A,264
16878,85466,2026-08-12,A,486
16879,85471,2021-05-09,A,207
16880,85477,2023-04-16,A,488
16881,85479,2026-12-02,A,437
16882,85491,2022-11-23,A,393
16883,85492,2021-08-06,A,43
16884,85497,2026-08-27,A,77
16885,85504,2025-10-05,A,103
16886,85514,2024-07-21,A,312
16887,85515,2026-02-28,A,94
16888,85516,2026-08-08,A,190
16889,85522,2022-02-06,A,326
16890,85532,2022-01-21,A,308
16891,85539,2023-07-17,A,3
16892,85544,2025-05-23,A,460
16893,85545,2023-07-01,A,315
16894,85566,2023-02-22,A,114
16895,85569,2020-04-29,A,129
16896,85570,2026-11-05,A,202
16897,85578,2024-04-10,A,431
16898,85581,2023-06-23,A,172
16899,85590,2021-04-24,A,74
16900,85593,2020-06-29,A,247
16901,85595,2021-06-19,A,211
16902,85602,2023-10-22,A,92
16903,85609,2022-05-20,A,355
16904,85612,2025-04-21,A,185
16905,85620,2021-11-21,A,74
16906,85626,2021-09-10,A,94
16907,85630,2021-06-05,A,254
16908,85634,2022-09-24,A,113
16909,85638,2021-08-27,A,116
16910,85640,2024-10-19,A,94
16911,85647,2020-05-01,A,27
16912,85657,2022-05-30,A,247
16913,85660,2027-01-10,A,173
16914,85676,2025-09-11,A,78
16915,85681,2024-07-25,A,418
16916,85682,2021-02-17,A,149
16917,85687,2023-07-17,A,100
16918,85697,2022-04-25,A,190
16919,85700,2021-01-28,A,190
16920,85704,2025-03-28,A,331
16921,85720,2022-09-10,A,478
16922,85722,2023-09-20,A,384
16923,85723,2025-09-27,A,446
16924,85725,2022-02-17,A,386
16925,85736,2027-01-24,A,121
16926,85744,2026-01-26,A,481
16927,85745,2026-05-16,A,420
16928,85751,2020-06-24,A,308
16929,85760,2021-04-05,A,290
16930,85766,2022-04-06,A,45
16931,85779,2024-06-30,A,481
16932,85783,2024-04-09,A,476
16933,85784,2022-12-26,A,208
16934,85788,2025-02-05,A,57
16935,85791,2025-08-16,A,380
16936,85795,2027-03-01,A,284
16937,85798,2024-12-31,A,47
16938,85802,2020-10-02,A,470
16939,85806,2020-11-11,A,311
16940,85812,2026-04-27,A,49
16941,85815,2020-03-10,A,39
16942,85824,2023-10-10,A,44
16943,85826,2023-10-19,A,139
16944,85828,2022-04-06,A,10
16945,85832,2020-06-09,A,454
16946,85833,2023-07-09,A,325
16947,85840,2022-12-22,A,473
16948,85851,2022-01-04,A,177
16949,85866,2023-01-20,A,253
16950,85877,2021-02-19,A,190
16951,85884,2023-01-09,A,80
16952,85885,2025-12-27,A,259
16953,85886,2023-07-04,A,288
16954,85887,2024-05-28,A,319
16955,85895,2020-07-18,A,89
16956,85899,2021-06-27,A,57
16957,85903,2026-02-26,A,71
16958,85910,2023-01-09,A,446
16959,85911,2021-02-10,A,92
16960,85924,2026-10-02,A,211
16961,85926,2025-03-20,A,407
16962,85929,2021-11-07,A,109
16963,85932,2022-03-23,A,352
16964,85934,2020-10-14,A,445
16965,85957,2020-12-14,A,260
16966,85960,2022-02-19,A,487
16967,85963,2026-11-26,A,210
16968,85964,2022-01-04,A,367
16969,85978,2022-06-05,A,359
16970,85979,2025-08-12,A,323
16971,85983,2026-06-04,A,186
16972,85986,2025-01-22,A,57
16973,85989,2026-07-10,A,273
16974,85990,2020-06-10,A,138
16975,86001,2020-12-02,A,289
16976,86015,2021-09-21,A,235
16977,86018,2020-05-13,A,355
16978,86024,2020-10-06,A,350
16979,86026,2024-08-27,A,434
16980,86027,2022-09-03,A,293
16981,86030,2021-01-01,A,485
16982,86035,2025-10-04,A,89
16983,86047,2021-02-01,A,69
16984,86054,2024-02-20,A,318
16985,86056,2021-11-06,A,408
16986,86060,2020-10-05,A,220
16987,86061,2025-09-28,A,159
16988,86066,2023-11-20,A,230
16989,86067,2023-06-21,A,186
16990,86072,2025-08-22,A,89
16991,86091,2025-07-19,A,328
16992,86095,2025-11-20,A,184
16993,86100,2024-08-04,A,250
16994,86101,2024-12-07,A,129
16995,86105,2021-10-22,A,184
16996,86116,2021-02-04,A,470
16997,86121,2025-01-02,A,211
16998,86132,2026-11-20,A,312
16999,86133,2021-06-25,A,219
17000,86138,2026-03-29,A,74
17001,86140,2023-07-12,A,185
17002,86146,2026-11-08,A,287
17003,86150,2025-07-15,A,322
17004,86153,2027-01-11,A,285
17005,86154,2023-10-31,A,352
17006,86157,2023-02-05,A,472
17007,86169,2023-04-22,A,84
17008,86171,2020-06-20,A,1
17009,86173,2025-05-18,A,391
17010,86183,2027-02-27,A,481
17011,86185,2021-10-25,A,27
17012,86187,2025-11-21,A,22
17013,86206,2026-10-21,A,390
17014,86208,2023-11-11,A,286
17015,86214,2024-03-07,A,40
17016,86217,2024-10-27,A,75
17017,86223,2023-04-30,A,114
17018,86228,2023-02-12,A,120
17019,86233,2020-07-24,A,9
17020,86237,2020-06-18,A,69
17021,86252,2024-12-23,A,321
17022,86257,2021-06-17,A,133
17023,86258,2026-02-03,A,104
17024,86260,2020-09-05,A,194
17025,86262,2025-08-27,A,332
17026,86266,2025-01-10,A,303
17027,86268,2021-02-07,A,293
17028,86269,2026-04-14,A,4
17029,86272,2023-02-12,A,223
17030,86280,2021-11-20,A,409
17031,86286,2020-05-25,A,23
17032,86298,2026-06-17,A,231
17033,86304,2025-07-09,A,126
17034,86309,2023-07-12,A,321
17035,86312,2020-07-23,A,87
17036,86315,2026-02-12,A,176
17037,86322,2022-08-13,A,211
17038,86325,2025-01-12,A,196
17039,86331,2023-10-18,A,31
17040,86332,2021-09-05,A,390
17041,86337,2021-09-04,A,129
17042,86340,2024-06-30,A,359
17043,86343,2024-02-24,A,149
17044,86344,2022-02-01,A,118
17045,86345,2024-03-29,A,4
17046,86356,2021-04-19,A,187
17047,86369,2026-11-08,A,322
17048,86372,2021-12-29,A,358
17049,86375,2026-11-17,A,338
17050,86378,2020-09-23,A,152
17051,86395,2024-11-24,A,239
17052,86397,2021-01-08,A,203
17053,86399,2026-02-06,A,488
17054,86401,2023-10-21,A,47
17055,86403,2023-03-07,A,156
17056,86405,2025-12-02,A,31
17057,86411,2026-06-18,A,208
17058,86415,2021-08-03,A,258
17059,86416,2022-01-24,A,389
17060,86418,2026-05-21,A,279
17061,86423,2023-12-23,A,115
17062,86424,2023-10-21,A,313
17063,86425,2026-04-08,A,375
17064,86430,2025-05-20,A,242
17065,86433,2026-11-15,A,353
17066,86436,2022-03-18,A,47
17067,86437,2025-04-27,A,487
17068,86439,2022-07-04,A,195
17069,86452,2023-01-12,A,315
17070,86455,2022-03-04,A,373
17071,86456,2023-04-30,A,331
17072,86468,2024-12-17,A,209
17073,86469,2025-03-02,A,90
17074,86470,2022-03-13,A,188
17075,86484,2026-07-13,A,426
17076,86490,2024-05-29,A,469
17077,86494,2025-12-01,A,176
17078,86496,2026-12-16,A,413
17079,86510,2020-04-05,A,411
17080,86511,2021-05-15,A,144
17081,86512,2022-02-09,A,373
17082,86515,2020-09-26,A,49
17083,86522,2025-05-06,A,380
17084,86525,2025-11-14,A,228
17085,86541,2023-03-04,A,312
17086,86544,2023-01-01,A,70
17087,86550,2025-06-27,A,21
17088,86553,2025-08-26,A,454
17089,86559,2021-08-22,A,347
17090,86577,2025-12-20,A,156
17091,86606,2021-10-10,A,260
17092,86611,2022-02-06,A,460
17093,86616,2026-10-24,A,278
17094,86619,2020-11-12,A,103
17095,86627,2025-11-26,A,245
17096,86628,2021-01-29,A,424
17097,86636,2027-02-04,A,383
17098,86641,2023-12-07,A,194
17099,86647,2025-10-07,A,450
17100,86648,2021-01-21,A,168
17101,86650,2025-12-28,A,495
17102,86656,2022-02-06,A,276
17103,86659,2020-11-07,A,14
17104,86660,2024-05-25,A,308
17105,86666,2025-08-12,A,328
17106,86667,2026-03-01,A,76
17107,86668,2023-05-16,A,474
17108,86669,2026-09-11,A,100
17109,86675,2026-03-15,A,240
17110,86689,2026-05-11,A,242
17111,86690,2021-05-13,A,110
17112,86702,2021-10-16,A,185
17113,86711,2020-08-17,A,130
17114,86715,2022-02-05,A,196
17115,86725,2022-10-16,A,349
17116,86735,2021-02-03,A,46
17117,86738,2024-06-17,A,327
17118,86750,2026-01-13,A,421
17119,86756,2024-10-05,A,481
17120,86763,2024-12-28,A,13
17121,86770,2022-08-05,A,2
17122,86780,2025-11-16,A,396
17123,86781,2020-08-10,A,31
17124,86787,2023-01-25,A,170
17125,86788,2020-11-08,A,436
17126,86789,2023-08-03,A,61
17127,86791,2021-02-08,A,161
17128,86793,2021-08-26,A,172
17129,86805,2020-03-15,A,364
17130,86807,2025-09-08,A,159
17131,86814,2023-02-02,A,127
17132,86815,2022-11-25,A,383
17133,86823,2020-09-19,A,376
17134,86827,2027-02-12,A,241
17135,86828,2023-09-15,A,268
17136,86832,2021-06-26,A,172
17137,86833,2023-01-02,A,132
17138,86838,2023-01-23,A,134
17139,86842,2021-09-12,A,347
17140,86843,2023-09-17,A,266
17141,86846,2021-01-20,A,313
17142,86847,2026-08-28,A,363
17143,86857,2024-10-16,A,412
17144,86860,2025-04-30,A,216
17145,86861,2022-08-13,A,128
17146,86864,2025-10-13,A,67
17147,86879,2021-09-18,A,131
17148,86895,2024-10-19,A,354
17149,86901,2027-02-02,A,442
17150,86905,2021-10-07,A,92
17151,86912,2023-06-11,A,195
17152,86914,2021-11-15,A,414
17153,86916,2026-05-21,A,246
17154,86922,2021-09-10,A,421
17155,86925,2024-09-18,A,40
17156,86926,2025-06-03,A,33
17157,86929,2021-05-02,A,235
17158,86930,2024-10-01,A,11
17159,86933,2024-12-18,A,196
17160,86936,2025-03-25,A,276
17161,86940,2020-10-01,A,34
17162,86942,2026-08-23,A,481
17163,86943,2022-03-30,A,124
17164,86945,2021-10-14,A,481
17165,86951,2020-10-17,A,498
17166,86961,2022-12-05,A,440
17167,86962,2022-12-03,A,18
17168,86965,2025-10-03,A,384
17169,86967,2023-10-11,A,382
17170,86983,2023-10-26,A,454
17171,86986,2023-09-07,A,431
17172,86991,2024-03-18,A,353
17173,86994,2020-05-09,A,109
17174,86998,2025-01-24,A,359
17175,86999,2021-11-05,A,275
17176,87001,2021-08-22,A,226
17177,87002,2022-08-03,A,30
17178,87008,2020-07-01,A,437
17179,87029,2026-04-24,A,169
17180,87033,2026-09-18,A,284
17181,87037,2023-06-20,A,416
17182,87045,2024-09-10,A,396
17183,87071,2020-09-03,A,209
17184,87074,2024-01-13,A,353
17185,87075,2022-01-13,A,242
17186,87083,2021-04-25,A,253
17187,87085,2024-05-16,A,299
17188,87086,2021-01-09,A,58
17189,87090,2021-02-15,A,305
17190,87094,2024-10-06,A,51
17191,87097,2024-10-11,A,110
17192,87099,2023-01-08,A,105
17193,87103,2024-06-25,A,56
17194,87107,2026-04-02,A,30
17195,87118,2021-05-17,A,283
17196,87120,2025-03-16,A,87
17197,87123,2025-02-21,A,251
17198,87126,2020-09-03,A,93
17199,87127,2024-05-05,A,106
17200,87131,2025-10-10,A,321
17201,87132,2025-06-28,A,143
17202,87133,2024-01-28,A,308
17203,87134,2023-12-11,A,144
17204,87139,2021-12-15,A,433
17205,87143,2023-02-16,A,25
17206,87149,2025-05-25,A,312
17207,87158,2022-10-10,A,90
17208,87162,2020-07-23,A,302
17209,87163,2027-02-11,A,110
17210,87165,2022-09-04,A,149
17211,87166,2022-04-04,A,303
17212,87171,2026-02-05,A,226
17213,87173,2023-02-01,A,172
17214,87175,2020-03-13,A,293
17215,87180,2020-05-30,A,12
17216,87189,2026-07-17,A,214
17217,87190,2021-07-21,A,282
17218,87199,2020-04-30,A,159
17219,87203,2024-08-23,A,494
17220,87205,2023-11-23,A,140
17221,87209,2021-02-05,A,131
17222,87212,2024-06-17,A,325
17223,87215,2025-04-03,A,192
17224,87216,2020-11-01,A,190
17225,87231,2020-09-20,A,424
17226,87232,2021-07-15,A,421
17227,87239,2024-06-14,A,196
17228,87254,2022-10-26,A,296
17229,87258,2026-11-11,A,413
17230,87272,2021-04-24,A,31
17231,87274,2020-09-10,A,244
17232,87283,2023-09-22,A,49
17233,87284,2025-04-26,A,116
17234,87285,2022-04-05,A,424
17235,87287,2026-08-14,A,87
17236,87289,2024-11-22,A,351
17237,87290,2023-08-14,A,246
17238,87298,2025-09-26,A,223
17239,87299,2025-03-16,A,448
17240,87300,2024-10-09,A,187
17241,87312,2023-12-13,A,310
17242,87316,2022-11-23,A,147
17243,87318,2022-08-11,A,223
17244,87328,2023-05-23,A,278
17245,87330,2026-12-17,A,326
17246,87341,2023-02-16,A,396
17247,87348,2020-03-14,A,208
17248,87350,2026-08-02,A,254
17249,87352,2021-01-26,A,406
17250,87358,2023-04-05,A,371
17251,87362,2022-09-16,A,301
17252,87368,2022-12-23,A,2
17253,87376,2021-09-04,A,410
17254,87385,2020-05-08,A,29
17255,87387,2025-10-19,A,166
17256,87388,2023-05-06,A,430
17257,87390,2025-03-07,A,253
17258,87399,2026-06-06,A,357
17259,87400,2026-01-23,A,235
17260,87409,2024-12-06,A,372
17261,87420,2023-08-15,A,251
17262,87426,2020-04-06,A,324
17263,87429,2024-11-20,A,34
17264,87431,2024-12-04,A,241
17265,87440,2020-06-26,A,104
17266,87442,2024-02-27,A,320
17267,87443,2020-06-23,A,87
17268,87444,2022-10-20,A,288
17269,87451,2026-05-07,A,103
17270,87454,2023-05-17,A,193
17271,87458,2021-01-22,A,196
17272,87461,2026-01-17,A,398
17273,87465,2024-02-04,A,197
17274,87467,2021-08-28,A,245
17275,87471,2020-04-19,A,186
17276,87487,2021-04-08,A,481
17277,87495,2021-01-27,A,293
17278,87501,2025-06-30,A,193
17279,87502,2025-10-19,A,208
17280,87505,2021-08-16,A,78
17281,87507,2022-02-28,A,194
17282,87508,2024-04-29,A,322
17283,87509,2024-05-11,A,253
17284,87513,2023-12-21,A,338
17285,87527,2024-03-05,A,483
17286,87533,2020-08-10,A,168
17287,87541,2024-11-14,A,401
17288,87549,2023-09-19,A,187
17289,87555,2021-06-02,A,412
17290,87570,2027-01-23,A,226
17291,87575,2021-12-29,A,29
17292,87581,2027-01-08,A,467
17293,87585,2023-03-10,A,418
17294,87589,2020-09-11,A,73
17295,87606,2023-01-20,A,54
17296,87617,2021-11-09,A,342
17297,87625,2024-03-25,A,490
17298,87627,2023-10-23,A,51
17299,87629,2025-04-24,A,495
17300,87631,2022-08-22,A,49
17301,87638,2024-06-08,A,422
17302,87640,2021-05-23,A,252
17303,87644,2024-03-23,A,384
17304,87649,2024-09-20,A,481
17305,87651,2021-08-10,A,83
17306,87652,2022-09-27,A,236
17307,87660,2022-03-30,A,426
17308,87665,2021-05-28,A,424
17309,87668,2025-10-17,A,202
17310,87682,2021-09-13,A,246
17311,87689,2020-12-22,A,218
17312,87713,2021-12-01,A,134
17313,87715,2023-03-04,A,338
17314,87721,2025-03-26,A,244
17315,87732,2023-11-02,A,310
17316,87741,2022-11-10,A,286
17317,87749,2022-02-25,A,325
17318,87751,2022-08-02,A,249
17319,87755,2027-01-16,A,107
17320,87757,2021-07-13,A,194
17321,87761,2024-10-03,A,196
17322,87762,2024-08-20,A,257
17323,87765,2026-05-08,A,34
17324,87771,2020-07-03,A,429
17325,87776,2022-10-10,A,399
17326,87778,2021-03-16,A,346
17327,87780,2023-12-28,A,59
17328,87784,2020-09-04,A,255
17329,87786,2024-03-22,A,500
17330,87794,2026-02-13,A,90
17331,87795,2027-02-02,A,352
17332,87798,2024-12-12,A,92
17333,87807,2024-02-16,A,196
17334,87811,2020-05-20,A,282
17335,87813,2021-05-20,A,331
17336,87816,2023-08-20,A,85
17337,87821,2020-04-27,A,161
17338,87833,2026-11-13,A,273
17339,87840,2020-10-22,A,76
17340,87842,2027-01-09,A,276
17341,87844,2023-12-17,A,305
17342,87854,2023-09-22,A,170
17343,87866,2022-07-04,A,328
17344,87870,2021-03-23,A,336
17345,87885,2024-10-28,A,170
17346,87887,2020-03-29,A,442
17347,87889,2027-01-27,A,410
17348,87894,2026-10-13,A,247
17349,87900,2022-08-21,A,131
17350,87901,2020-09-01,A,52
17351,87910,2026-07-29,A,446
17352,87917,2024-12-12,A,272
17353,87918,2026-03-23,A,492
17354,87920,2025-07-06,A,210
17355,87930,2025-04-29,A,286
17356,87931,2025-12-22,A,128
17357,87937,2022-10-27,A,127
17358,87938,2023-04-24,A,108
17359,87942,2022-03-23,A,350
17360,87945,2022-10-23,A,226
17361,87955,2020-04-12,A,51
17362,87957,2026-09-23,A,406
17363,87961,2021-12-07,A,29
17364,87964,2022-02-07,A,144
17365,87977,2027-03-20,A,369
17366,87981,2022-03-28,A,76
17367,88007,2024-05-15,A,386
17368,88013,2026-06-22,A,330
17369,88021,2022-03-27,A,175
17370,88024,2020-07-13,A,320
17371,88026,2026-09-14,A,369
17372,88027,2026-04-17,A,144
17373,88031,2026-06-09,A,107
17374,88047,2024-12-23,A,241
17375,88057,2027-01-17,A,229
17376,88068,2024-07-25,A,483
17377,88071,2023-03-23,A,380
17378,88072,2023-09-30,A,293
17379,88079,2023-10-02,A,488
17380,88095,2024-09-22,A,254
17381,88096,2023-04-12,A,170
17382,88101,2023-11-26,A,137
17383,88105,2026-04-27,A,410
17384,88108,2023-05-08,A,167
17385,88110,2024-05-18,A,342
17386,88111,2023-04-06,A,51
17387,88116,2026-09-01,A,338
17388,88120,2026-01-01,A,108
17389,88121,2020-10-05,A,27
17390,88124,2026-11-28,A,427
17391,88125,2022-05-09,A,444
17392,88132,2020-05-18,A,78
17393,88151,2021-03-27,A,452
17394,88153,2023-02-13,A,453
17395,88158,2020-06-30,A,451
17396,88160,2025-02-23,A,250
17397,88163,2025-06-05,A,288
17398,88165,2025-04-18,A,22
17399,88168,2026-08-14,A,312
17400,88182,2026-10-03,A,144
17401,88189,2020-09-23,A,325
17402,88191,2024-05-23,A,140
17403,88194,2026-03-17,A,305
17404,88195,2020-12-02,A,349
17405,88206,2024-01-30,A,146
17406,88214,2021-12-16,A,401
17407,88216,2023-10-09,A,109
17408,88217,2026-05-23,A,467
17409,88240,2025-05-12,A,433
17410,88244,2025-06-26,A,208
17411,88245,2021-06-22,A,81
17412,88248,2022-10-17,A,473
17413,88257,2023-05-26,A,41
17414,88267,2023-07-02,A,1
17415,88272,2026-04-05,A,452
17416,88280,2024-01-20,A,184
17417,88282,2022-09-16,A,443
17418,88283,2025-08-19,A,100
17419,88290,2022-04-02,A,311
17420,88291,2020-06-28,A,315
17421,88293,2022-03-17,A,346
17422,88295,2025-02-07,A,305
17423,88296,2024-02-08,A,367
17424,88298,2023-11-05,A,47
17425,88306,2021-09-10,A,261
17426,88307,2024-03-18,A,410
17427,88312,2021-09-10,A,202
17428,88313,2020-04-27,A,352
17429,88317,2021-04-11,A,27
17430,88329,2022-03-17,A,426
17431,88335,2022-12-27,A,186
17432,88337,2024-03-21,A,323
17433,88339,2026-06-25,A,54
17434,88341,2021-10-07,A,402
17435,88355,2024-04-02,A,80
17436,88357,2022-04-07,A,240
17437,88363,2021-09-22,A,195
17438,88365,2020-10-15,A,104
17439,88368,2024-01-30,A,235
17440,88373,2027-02-02,A,101
17441,88375,2026-05-27,A,29
17442,88379,2021-08-19,A,61
17443,88386,2020-08-22,A,159
17444,88390,2024-05-13,A,444
17445,88394,2022-12-15,A,22
17446,88400,2024-10-17,A,189
17447,88406,2022-08-31,A,378
17448,88447,2026-06-29,A,452
17449,88449,2021-02-23,A,387
17450,88452,2024-05-29,A,269
17451,88455,2025-02-27,A,234
17452,88456,2024-09-20,A,174
17453,88459,2022-11-04,A,322
17454,88460,2020-03-20,A,426
17455,88467,2022-01-03,A,452
17456,88468,2026-04-18,A,160
17457,88475,2022-02-02,A,62
17458,88477,2025-06-07,A,350
17459,88486,2024-02-12,A,255
17460,88493,2020-05-09,A,229
17461,88499,2020-06-07,A,149
17462,88506,2020-03-22,A,449
17463,88509,2026-07-04,A,26
17464,88511,2026-05-15,A,485
17465,88513,2026-09-03,A,336
17466,88519,2024-01-16,A,1
17467,88524,2022-03-29,A,343
17468,88525,2021-06-09,A,311
17469,88526,2023-09-19,A,385
17470,88531,2023-10-13,A,361
17471,88532,2022-03-21,A,458
17472,88533,2024-12-31,A,154
17473,88534,2020-02-18,A,199
17474,88535,2024-09-17,A,136
17475,88547,2023-11-13,A,137
17476,88553,2026-05-13,A,330
17477,88564,2025-09-02,A,174
17478,88567,2025-07-29,A,18
17479,88570,2022-05-03,A,253
17480,88576,2026-11-12,A,241
17481,88588,2022-10-04,A,470
17482,88589,2020-07-22,A,354
17483,88597,2023-06-19,A,386
17484,88600,2022-03-06,A,320
17485,88601,2026-11-23,A,320
17486,88604,2020-09-28,A,120
17487,88606,2021-01-10,A,223
17488,88607,2027-02-06,A,129
17489,88609,2026-08-19,A,49
17490,88610,2024-02-02,A,98
17491,88623,2024-05-15,A,245
17492,88625,2024-03-25,A,416
17493,88630,2020-07-30,A,247
17494,88643,2023-03-28,A,286
17495,88644,2024-08-03,A,491
17496,88646,2021-12-09,A,442
17497,88647,2022-10-18,A,421
17498,88657,2021-09-03,A,387
17499,88661,2026-07-04,A,324
17500,88671,2021-10-30,A,371
17501,88678,2027-01-19,A,474
17502,88682,2023-10-08,A,237
17503,88685,2027-02-01,A,124
17504,88696,2026-05-09,A,433
17505,88706,2024-05-25,A,66
17506,88707,2022-05-19,A,334
17507,88712,2021-01-15,A,34
17508,88720,2023-09-13,A,354
17509,88748,2025-02-18,A,172
17510,88749,2024-04-06,A,2
17511,88750,2020-11-13,A,326
17512,88778,2022-03-24,A,477
17513,88784,2021-07-28,A,156
17514,88786,2025-11-13,A,227
17515,88788,2025-10-11,A,346
17516,88795,2026-02-17,A,141
17517,88800,2026-05-06,A,211
17518,88801,2020-12-15,A,54
17519,88802,2026-02-18,A,380
17520,88806,2027-03-02,A,154
17521,88808,2024-02-27,A,338
17522,88831,2021-08-12,A,383
17523,88855,2023-11-14,A,67
17524,88856,2020-03-28,A,244
17525,88858,2021-04-15,A,272
17526,88859,2024-09-04,A,170
17527,88862,2022-10-10,A,343
17528,88867,2023-01-17,A,344
17529,88871,2021-01-14,A,393
17530,88874,2022-10-26,A,433
17531,88886,2022-10-14,A,363
17532,88890,2024-09-19,A,233
17533,88892,2023-10-24,A,146
17534,88893,2026-12-02,A,69
17535,88897,2025-12-01,A,218
17536,88901,2022-05-29,A,107
17537,88905,2021-03-13,A,329
17538,88917,2023-09-12,A,128
17539,88920,2023-07-06,A,285
17540,88926,2022-04-18,A,380
17541,88929,2023-06-16,A,235
17542,88935,2025-06-10,A,284
17543,88946,2027-01-26,A,142
17544,88951,2022-03-25,A,282
17545,88952,2025-08-02,A,166
17546,88953,2026-08-05,A,454
17547,88956,2021-06-16,A,421
17548,88957,2020-08-09,A,43
17549,88961,2021-01-02,A,43
17550,88971,2024-11-17,A,302
17551,88979,2022-12-22,A,360
17552,88980,2020-03-31,A,110
17553,88984,2025-12-27,A,350
17554,88988,2020-08-15,A,218
17555,88989,2027-01-05,A,498
17556,88990,2026-04-20,A,22
17557,88997,2024-04-27,A,285
17558,89007,2025-04-29,A,235
17559,89012,2023-09-14,A,42
17560,89020,2020-07-26,A,96
17561,89032,2022-03-10,A,268
17562,89034,2023-01-18,A,435
17563,89039,2027-01-11,A,366
17564,89043,2025-07-23,A,2
17565,89046,2020-11-15,A,397
17566,89048,2022-06-18,A,129
17567,89049,2023-07-24,A,218
17568,89054,2025-11-10,A,333
17569,89055,2024-09-29,A,29
17570,89061,2024-07-11,A,191
17571,89062,2021-04-17,A,156
17572,89065,2021-12-16,A,282
17573,89067,2026-11-05,A,490
17574,89068,2026-07-10,A,149
17575,89069,2026-11-06,A,343
17576,89078,2021-01-26,A,415
17577,89080,2020-06-14,A,256
17578,89081,2026-07-29,A,107
17579,89084,2022-04-09,A,119
17580,89090,2021-02-11,A,452
17581,89092,2022-11-24,A,481
17582,89095,2024-07-31,A,396
17583,89103,2025-09-02,A,265
17584,89105,2026-05-21,A,45
17585,89108,2023-06-18,A,166
17586,89111,2025-05-05,A,135
17587,89115,2022-11-29,A,278
17588,89129,2023-12-22,A,100
17589,89134,2023-03-28,A,21
17590,89142,2026-04-20,A,92
17591,89145,2020-06-09,A,401
17592,89148,2021-05-13,A,252
17593,89151,2020-08-09,A,5
17594,89156,2025-11-07,A,398
17595,89159,2020-07-25,A,216
17596,89164,2023-06-17,A,479
17597,89166,2020-07-06,A,267
17598,89172,2024-11-13,A,352
17599,89177,2024-03-14,A,145
17600,89178,2023-08-11,A,420
17601,89182,2020-10-14,A,79
17602,89185,2025-05-06,A,352
17603,89188,2020-04-18,A,159
17604,89195,2025-05-03,A,10
17605,89198,2025-03-19,A,205
17606,89205,2023-08-24,A,214
17607,89211,2021-10-14,A,238
17608,89214,2023-12-26,A,267
17609,89218,2026-10-27,A,214
17610,89227,2026-02-04,A,207
17611,89228,2022-05-13,A,177
17612,89236,2024-03-27,A,452
17613,89241,2024-11-26,A,176
17614,89244,2020-04-11,A,299
17615,89245,2023-04-06,A,278
17616,89249,2023-05-26,A,2
17617,89251,2026-09-14,A,471
17618,89256,2022-06-14,A,259
17619,89264,2020-04-10,A,448
17620,89266,2025-11-22,A,124
17621,89271,2026-01-25,A,314
17622,89277,2021-07-14,A,291
17623,89279,2021-06-14,A,144
17624,89290,2022-07-23,A,277
17625,89292,2024-02-24,A,170
17626,89297,2021-10-14,A,80
17627,89299,2021-08-19,A,337
17628,89301,2024-12-22,A,266
17629,89304,2024-12-31,A,353
17630,89306,2024-01-31,A,403
17631,89308,2023-06-26,A,218
17632,89316,2023-11-09,A,347
17633,89317,2024-10-23,A,89
17634,89329,2025-08-31,A,431
17635,89331,2023-01-09,A,112
17636,89338,2024-05-25,A,327
17637,89343,2027-01-13,A,395
17638,89356,2021-12-22,A,394
17639,89358,2026-07-14,A,98
17640,89363,2020-05-07,A,203
17641,89369,2022-01-31,A,272
17642,89374,2025-02-03,A,51
17643,89375,2024-07-15,A,354
17644,89394,2025-08-30,A,102
17645,89396,2022-06-25,A,427
17646,89398,2025-05-27,A,443
17647,89410,2023-08-09,A,28
17648,89415,2023-02-08,A,52
17649,89417,2026-12-04,A,23
17650,89418,2024-10-08,A,30
17651,89425,2020-09-27,A,171
17652,89430,2025-01-17,A,247
17653,89441,2026-12-29,A,230
17654,89444,2026-07-25,A,481
17655,89447,2025-07-11,A,386
17656,89450,2021-03-08,A,262
17657,89451,2026-07-28,A,141
17658,89458,2024-09-28,A,231
17659,89463,2024-11-28,A,471
17660,89472,2021-12-14,A,148
17661,89473,2021-11-09,A,487
17662,89476,2021-11-09,A,291
17663,89480,2024-04-08,A,141
17664,89481,2024-07-10,A,272
17665,89483,2022-06-20,A,133
17666,89486,2022-10-29,A,415
17667,89487,2024-04-17,A,154
17668,89491,2026-01-23,A,407
17669,89493,2023-01-20,A,171
17670,89496,2023-06-21,A,171
17671,89497,2025-09-20,A,359
17672,89502,2025-05-28,A,129
17673,89507,2020-08-04,A,82
17674,89519,2023-12-13,A,313
17675,89526,2024-11-07,A,79
